Time (min),Value (pA)
24.718333,4.410285
24.72,4.407067
24.721667,4.406285
24.723333,4.404967
24.725,4.403755
24.726667,4.404263
24.728333,4.403625
24.73,4.404222
24.731667,4.40532
24.733333,4.405651
24.735,4.405025
24.736667,4.405007
24.738333,4.406212
24.74,4.403977
24.741667,4.404003
24.743333,4.40289
24.745,4.401471
24.746667,4.402492
24.748333,4.401602
24.75,4.402261
24.751667,4.402278
24.753333,4.401853
24.755,4.401626
24.756667,4.398995
24.758333,4.398621
24.76,4.39876
24.761667,4.397478
24.763333,4.397632
24.765,4.398283
24.766667,4.40186
24.768333,4.404314
24.77,4.405803
24.771667,4.407226
24.773333,4.408925
24.775,4.408778
24.776667,4.409725
24.778333,4.407042
24.78,4.405574
24.781667,4.404142
24.783333,4.403129
24.785,4.402159
24.786667,4.402549
24.788333,4.403624
24.79,4.407002
24.791667,4.409708
24.793333,4.414535
24.795,4.415691
24.796667,4.415669
24.798333,4.414496
24.8,4.411613
24.801667,4.410405
24.803333,4.408653
24.805,4.407081
24.806667,4.406474
24.808333,4.407699
24.81,4.408735
24.811667,4.409041
24.813333,4.41005
24.815,4.411176
24.816667,4.410791
24.818333,4.411108
24.82,4.40907
24.821667,4.408367
24.823333,4.408699
24.825,4.408003
24.826667,4.40859
24.828333,4.408811
24.83,4.410829
24.831667,4.411486
24.833333,4.41039
24.835,4.408185
24.836667,4.406728
24.838333,4.406669
24.84,4.406779
24.841667,4.405943
24.843333,4.405603
24.845,4.405257
24.846667,4.4063
24.848333,4.406138
24.85,4.404909
24.851667,4.40294
24.853333,4.402095
24.855,4.401281
24.856667,4.400636
24.858333,4.401171
24.86,4.402265
24.861667,4.403104
24.863333,4.403955
24.865,4.405043
24.866667,4.406173
24.868333,4.405954
24.87,4.406522
24.871667,4.40571
24.873333,4.404553
24.875,4.404231
24.876667,4.405785
24.878333,4.405317
24.88,4.405947
24.881667,4.406915
24.883333,4.408973
24.885,4.409084
24.886667,4.40942
24.888333,4.407214
24.89,4.406066
24.891667,4.404912
24.893333,4.404697
24.895,4.403396
24.896667,4.403562
24.898333,4.403908
24.9,4.403873
24.901667,4.404034
24.903333,4.404601
24.905,4.405334
24.906667,4.406137
24.908333,4.406226
24.91,4.405488
24.911667,4.405586
24.913333,4.407736
24.915,4.408615
24.916667,4.409951
24.918333,4.410232
24.92,4.409091
24.921667,4.407574
24.923333,4.404727
24.925,4.399909
24.926667,4.396402
24.928333,4.39523
24.93,4.396106
24.931667,4.398392
24.933333,4.401823
24.935,4.402032
24.936667,4.401364
24.938333,4.400337
24.94,4.399331
24.941667,4.397693
24.943333,4.398779
24.945,4.399995
24.946667,4.400585
24.948333,4.400939
24.95,4.401328
24.951667,4.400902
24.953333,4.400045
24.955,4.399029
24.956667,4.399233
24.958333,4.399992
24.96,4.400334
24.961667,4.400025
24.963333,4.398743
24.965,4.399448
24.966667,4.400584
24.968333,4.401927
24.97,4.402455
24.971667,4.402382
24.973333,4.402996
24.975,4.402792
24.976667,4.400044
24.978333,4.398912
24.98,4.398098
24.981667,4.399808
24.983333,4.399137
24.985,4.399353
24.986667,4.400928
24.988333,4.401322
24.99,4.403452
24.991667,4.404928
24.993333,4.404208
24.995,4.404607
24.996667,4.404906
24.998333,4.406263
25,4.40643
25.001667,4.406723
25.003333,4.408049
25.005,4.407638
25.006667,4.408227
25.008333,4.407866
25.01,4.406373
25.011667,4.404926
25.013333,4.403553
25.015,4.402741
25.016667,4.400581
25.018333,4.398005
25.02,4.398684
25.021667,4.399609
25.023333,4.401756
25.025,4.402981
25.026667,4.406208
25.028333,4.407897
25.03,4.409657
25.031667,4.40961
25.033333,4.40683
25.035,4.404469
25.036667,4.403899
25.038333,4.402823
25.04,4.402135
25.041667,4.399961
25.043333,4.400511
25.045,4.400751
25.046667,4.401196
25.048333,4.400857
25.05,4.400077
25.051667,4.398468
25.053333,4.397254
25.055,4.397251
25.056667,4.395748
25.058333,4.394614
25.06,4.394459
25.061667,4.39549
25.063333,4.396715
25.065,4.397462
25.066667,4.397699
25.068333,4.395395
25.07,4.393611
25.071667,4.392241
25.073333,4.390258
25.075,4.390268
25.076667,4.390094
25.078333,4.390898
25.08,4.393163
25.081667,4.396171
25.083333,4.399851
25.085,4.400503
25.086667,4.401688
25.088333,4.401844
25.09,4.403465
25.091667,4.404257
25.093333,4.402296
25.095,4.399467
25.096667,4.398558
25.098333,4.398225
25.1,4.397587
25.101667,4.396012
25.103333,4.39389
25.105,4.392829
25.106667,4.394228
25.108333,4.394615
25.11,4.39467
25.111667,4.394136
25.113333,4.393716
25.115,4.393248
25.116667,4.392783
25.118333,4.393271
25.12,4.392992
25.121667,4.392876
25.123333,4.394007
25.125,4.394781
25.126667,4.395291
25.128333,4.393867
25.13,4.391444
25.131667,4.389705
25.133333,4.38802
25.135,4.388215
25.136667,4.390254
25.138333,4.39002
25.14,4.391856
25.141667,4.39514
25.143333,4.395285
25.145,4.394502
25.146667,4.392052
25.148333,4.389907
25.15,4.387411
25.151667,4.386743
25.153333,4.388648
25.155,4.388824
25.156667,4.390752
25.158333,4.39207
25.16,4.392644
25.161667,4.39252
25.163333,4.392137
25.165,4.390604
25.166667,4.387764
25.168333,4.38732
25.17,4.387981
25.171667,4.387943
25.173333,4.387492
25.175,4.386517
25.176667,4.388584
25.178333,4.388489
25.18,4.389085
25.181667,4.388405
25.183333,4.387144
25.185,4.387288
25.186667,4.388901
25.188333,4.388223
25.19,4.388879
25.191667,4.390071
25.193333,4.388475
25.195,4.387861
25.196667,4.388327
25.198333,4.388843
25.2,4.389228
25.201667,4.389565
25.203333,4.390391
25.205,4.389634
25.206667,4.390921
25.208333,4.390646
25.21,4.389637
25.211667,4.393062
25.213333,4.395555
25.215,4.395994
25.216667,4.397731
25.218333,4.397658
25.22,4.395457
25.221667,4.393388
25.223333,4.392169
25.225,4.389223
25.226667,4.388914
25.228333,4.388696
25.23,4.387248
25.231667,4.384627
25.233333,4.385334
25.235,4.385901
25.236667,4.385316
25.238333,4.386806
25.24,4.386038
25.241667,4.38493
25.243333,4.386418
25.245,4.386448
25.246667,4.386814
25.248333,4.387636
25.25,4.388219
25.251667,4.390274
25.253333,4.388785
25.255,4.38649
25.256667,4.384273
25.258333,4.384655
25.26,4.385765
25.261667,4.384772
25.263333,4.383476
25.265,4.381186
25.266667,4.379376
25.268333,4.379278
25.27,4.376723
25.271667,4.377087
25.273333,4.379961
25.275,4.382176
25.276667,4.384236
25.278333,4.384769
25.28,4.382782
25.281667,4.381759
25.283333,4.3822
25.285,4.382671
25.286667,4.383888
25.288333,4.385336
25.29,4.385331
25.291667,4.385249
25.293333,4.385438
25.295,4.385101
25.296667,4.382835
25.298333,4.384552
25.3,4.387071
25.301667,4.388313
25.303333,4.388504
25.305,4.386127
25.306667,4.384895
25.308333,4.38449
25.31,4.384116
25.311667,4.382374
25.313333,4.381923
25.315,4.381529
25.316667,4.383927
25.318333,4.38278
25.32,4.383041
25.321667,4.381513
25.323333,4.381902
25.325,4.381894
25.326667,4.382118
25.328333,4.381332
25.33,4.381731
25.331667,4.379529
25.333333,4.382133
25.335,4.381343
25.336667,4.38098
25.338333,4.378569
25.34,4.377596
25.341667,4.377025
25.343333,4.37584
25.345,4.3767
25.346667,4.375805
25.348333,4.37625
25.35,4.37863
25.351667,4.37933
25.353333,4.380686
25.355,4.381817
25.356667,4.383222
25.358333,4.384857
25.36,4.384642
25.361667,4.383726
25.363333,4.380506
25.365,4.378917
25.366667,4.376697
25.368333,4.376315
25.37,4.376935
25.371667,4.376087
25.373333,4.376598
25.375,4.377117
25.376667,4.376625
25.378333,4.375236
25.38,4.375434
25.381667,4.374571
25.383333,4.374988
25.385,4.376011
25.386667,4.377625
25.388333,4.377727
25.39,4.377871
25.391667,4.377305
25.393333,4.377139
25.395,4.377319
25.396667,4.375779
25.398333,4.374945
25.4,4.374331
25.401667,4.37356
25.403333,4.371596
25.405,4.369072
25.406667,4.367842
25.408333,4.367587
25.41,4.3696
25.411667,4.370584
25.413333,4.372016
25.415,4.373666
25.416667,4.374779
25.418333,4.374655
25.42,4.37181
25.421667,4.371123
25.423333,4.370077
25.425,4.369268
25.426667,4.367668
25.428333,4.365959
25.43,4.366425
25.431667,4.366943
25.433333,4.368891
25.435,4.36972
25.436667,4.37193
25.438333,4.374825
25.44,4.376854
25.441667,4.378856
25.443333,4.378256
25.445,4.377803
25.446667,4.375909
25.448333,4.375385
25.45,4.373142
25.451667,4.370733
25.453333,4.368127
25.455,4.367562
25.456667,4.367788
25.458333,4.367939
25.46,4.367431
25.461667,4.366508
25.463333,4.365091
25.465,4.365741
25.466667,4.368518
25.468333,4.371227
25.47,4.372355
25.471667,4.375329
25.473333,4.376386
25.475,4.377204
25.476667,4.375839
25.478333,4.374724
25.48,4.374666
25.481667,4.375281
25.483333,4.377365
25.485,4.377956
25.486667,4.375165
25.488333,4.374927
25.49,4.374083
25.491667,4.372974
25.493333,4.372475
25.495,4.373183
25.496667,4.373979
25.498333,4.373069
25.5,4.373033
25.501667,4.374518
25.503333,4.374365
25.505,4.375415
25.506667,4.376328
25.508333,4.375573
25.51,4.37504
25.511667,4.37431
25.513333,4.371949
25.515,4.370416
25.516667,4.369829
25.518333,4.369943
25.52,4.369483
25.521667,4.369006
25.523333,4.370996
25.525,4.368752
25.526667,4.366597
25.528333,4.367185
25.53,4.367208
25.531667,4.368012
25.533333,4.368197
25.535,4.367806
25.536667,4.367935
25.538333,4.368725
25.54,4.369184
25.541667,4.368091
25.543333,4.366664
25.545,4.366966
25.546667,4.367405
25.548333,4.368237
25.55,4.368946
25.551667,4.369752
25.553333,4.369117
25.555,4.36735
25.556667,4.3653
25.558333,4.365577
25.56,4.363167
25.561667,4.362005
25.563333,4.361807
25.565,4.362925
25.566667,4.362194
25.568333,4.363457
25.57,4.362562
25.571667,4.360055
25.573333,4.359399
25.575,4.359365
25.576667,4.359528
25.578333,4.360515
25.58,4.360936
25.581667,4.361758
25.583333,4.36147
25.585,4.363661
25.586667,4.364036
25.588333,4.363241
25.59,4.36359
25.591667,4.361761
25.593333,4.362523
25.595,4.363344
25.596667,4.363088
25.598333,4.363732
25.6,4.363253
25.601667,4.365383
25.603333,4.367592
25.605,4.369976
25.606667,4.370498
25.608333,4.369639
25.61,4.370834
25.611667,4.369435
25.613333,4.366826
25.615,4.365933
25.616667,4.363247
25.618333,4.364326
25.62,4.365236
25.621667,4.365843
25.623333,4.365297
25.625,4.36713
25.626667,4.369392
25.628333,4.368493
25.63,4.36812
25.631667,4.368532
25.633333,4.36619
25.635,4.364078
25.636667,4.363317
25.638333,4.362391
25.64,4.362467
25.641667,4.366476
25.643333,4.369876
25.645,4.372192
25.646667,4.374197
25.648333,4.374393
25.65,4.373967
25.651667,4.371465
25.653333,4.37227
25.655,4.372214
25.656667,4.372831
25.658333,4.372622
25.66,4.371082
25.661667,4.369302
25.663333,4.367165
25.665,4.364878
25.666667,4.361457
25.668333,4.360507
25.67,4.363208
25.671667,4.364154
25.673333,4.365996
25.675,4.366722
25.676667,4.368144
25.678333,4.368171
25.68,4.368557
25.681667,4.366441
25.683333,4.363969
25.685,4.36454
25.686667,4.365779
25.688333,4.364594
25.69,4.366722
25.691667,4.370377
25.693333,4.372495
25.695,4.373552
25.696667,4.372687
25.698333,4.369242
25.7,4.368081
25.701667,4.365624
25.703333,4.362888
25.705,4.359003
25.706667,4.357496
25.708333,4.357243
25.71,4.35664
25.711667,4.356824
25.713333,4.357076
25.715,4.358745
25.716667,4.361043
25.718333,4.360649
25.72,4.360263
25.721667,4.360989
25.723333,4.361627
25.725,4.362563
25.726667,4.364622
25.728333,4.364003
25.73,4.365602
25.731667,4.365307
25.733333,4.364146
25.735,4.362724
25.736667,4.361683
25.738333,4.360673
25.74,4.360021
25.741667,4.36083
25.743333,4.363245
25.745,4.36364
25.746667,4.364406
25.748333,4.363297
25.75,4.363612
25.751667,4.364306
25.753333,4.36365
25.755,4.3611
25.756667,4.360506
25.758333,4.361041
25.76,4.362323
25.761667,4.362974
25.763333,4.362271
25.765,4.362939
25.766667,4.364952
25.768333,4.366176
25.77,4.365998
25.771667,4.363529
25.773333,4.361085
25.775,4.358386
25.776667,4.356333
25.778333,4.354437
25.78,4.354462
25.781667,4.355582
25.783333,4.356396
25.785,4.356621
25.786667,4.356711
25.788333,4.357045
25.79,4.355932
25.791667,4.354852
25.793333,4.35424
25.795,4.354303
25.796667,4.356147
25.798333,4.35741
25.8,4.358142
25.801667,4.357904
25.803333,4.359179
25.805,4.359683
25.806667,4.358716
25.808333,4.357903
25.81,4.357728
25.811667,4.35818
25.813333,4.359809
25.815,4.361051
25.816667,4.360379
25.818333,4.358735
25.82,4.358842
25.821667,4.358108
25.823333,4.358354
25.825,4.358855
25.826667,4.35886
25.828333,4.358443
25.83,4.361383
25.831667,4.362288
25.833333,4.360335
25.835,4.358551
25.836667,4.358872
25.838333,4.359448
25.84,4.359509
25.841667,4.358631
25.843333,4.357574
25.845,4.356244
25.846667,4.358308
25.848333,4.356411
25.85,4.354767
25.851667,4.355311
25.853333,4.356163
25.855,4.356023
25.856667,4.356247
25.858333,4.357456
25.86,4.359121
25.861667,4.359679
25.863333,4.362038
25.865,4.362457
25.866667,4.364288
25.868333,4.366161
25.87,4.36629
25.871667,4.36305
25.873333,4.361123
25.875,4.358814
25.876667,4.356385
25.878333,4.352873
25.88,4.352523
25.881667,4.352242
25.883333,4.351542
25.885,4.352667
25.886667,4.35389
25.888333,4.353213
25.89,4.354277
25.891667,4.354233
25.893333,4.355883
25.895,4.35652
25.896667,4.358274
25.898333,4.357527
25.9,4.357094
25.901667,4.35632
25.903333,4.357356
25.905,4.356184
25.906667,4.355
25.908333,4.354519
25.91,4.3546
25.911667,4.354443
25.913333,4.354712
25.915,4.353472
25.916667,4.353143
25.918333,4.351954
25.92,4.3546
25.921667,4.355247
25.923333,4.356006
25.925,4.357344
25.926667,4.358201
25.928333,4.359332
25.93,4.360372
25.931667,4.360017
25.933333,4.360829
25.935,4.360726
25.936667,4.362409
25.938333,4.361851
25.94,4.360227
25.941667,4.359436
25.943333,4.359529
25.945,4.360024
25.946667,4.362046
25.948333,4.363261
25.95,4.363105
25.951667,4.364151
25.953333,4.365255
25.955,4.364719
25.956667,4.365584
25.958333,4.366381
25.96,4.366841
25.961667,4.366782
25.963333,4.366713
25.965,4.365938
25.966667,4.364266
25.968333,4.363791
25.97,4.363647
25.971667,4.362629
25.973333,4.363886
25.975,4.364948
25.976667,4.366199
25.978333,4.367125
25.98,4.367853
25.981667,4.36801
25.983333,4.36784
25.985,4.365987
25.986667,4.366784
25.988333,4.365144
25.99,4.365326
25.991667,4.365259
25.993333,4.367171
25.995,4.368213
25.996667,4.368834
25.998333,4.365626
26,4.364685
26.001667,4.36417
26.003333,4.364742
26.005,4.363318
26.006667,4.362874
26.008333,4.36242
26.01,4.365059
26.011667,4.365333
26.013333,4.364475
26.015,4.360539
26.016667,4.360235
26.018333,4.360767
26.02,4.360616
26.021667,4.359237
26.023333,4.360392
26.025,4.361355
26.026667,4.361712
26.028333,4.359076
26.03,4.356908
26.031667,4.355992
26.033333,4.356332
26.035,4.356828
26.036667,4.35766
26.038333,4.358401
26.04,4.360105
26.041667,4.361318
26.043333,4.36053
26.045,4.359587
26.046667,4.359166
26.048333,4.359409
26.05,4.358509
26.051667,4.358406
26.053333,4.358168
26.055,4.359073
26.056667,4.358876
26.058333,4.360263
26.06,4.361498
26.061667,4.363695
26.063333,4.363441
26.065,4.362782
26.066667,4.361164
26.068333,4.360317
26.07,4.358705
26.071667,4.358098
26.073333,4.358272
26.075,4.359221
26.076667,4.360664
26.078333,4.362423
26.08,4.363008
26.081667,4.362805
26.083333,4.36362
26.085,4.364469
26.086667,4.36355
26.088333,4.363592
26.09,4.364162
26.091667,4.362402
26.093333,4.361214
26.095,4.362553
26.096667,4.362959
26.098333,4.361441
26.1,4.363446
26.101667,4.364668
26.103333,4.365152
26.105,4.36618
26.106667,4.365587
26.108333,4.364233
26.11,4.364048
26.111667,4.365479
26.113333,4.364387
26.115,4.360135
26.116667,4.360993
26.118333,4.359578
26.12,4.360145
26.121667,4.359823
26.123333,4.358513
26.125,4.35845
26.126667,4.358428
26.128333,4.359327
26.13,4.359911
26.131667,4.358875
26.133333,4.360969
26.135,4.361441
26.136667,4.363452
26.138333,4.362859
26.14,4.362312
26.141667,4.363467
26.143333,4.362921
26.145,4.363744
26.146667,4.363972
26.148333,4.365053
26.15,4.365943
26.151667,4.365467
26.153333,4.36498
26.155,4.362452
26.156667,4.36029
26.158333,4.360034
26.16,4.358107
26.161667,4.357167
26.163333,4.357394
26.165,4.359929
26.166667,4.362001
26.168333,4.363852
26.17,4.365251
26.171667,4.365004
26.173333,4.36357
26.175,4.362703
26.176667,4.360598
26.178333,4.358955
26.18,4.358429
26.181667,4.358016
26.183333,4.357285
26.185,4.358988
26.186667,4.360642
26.188333,4.361595
26.19,4.362247
26.191667,4.364275
26.193333,4.366045
26.195,4.367627
26.196667,4.37026
26.198333,4.371267
26.2,4.369192
26.201667,4.368338
26.203333,4.366933
26.205,4.364439
26.206667,4.363562
26.208333,4.362757
26.21,4.360029
26.211667,4.360741
26.213333,4.362263
26.215,4.363321
26.216667,4.360538
26.218333,4.358392
26.22,4.359085
26.221667,4.3616
26.223333,4.361856
26.225,4.361132
26.226667,4.361307
26.228333,4.364097
26.23,4.365227
26.231667,4.365279
26.233333,4.36281
26.235,4.360981
26.236667,4.360824
26.238333,4.357824
26.24,4.353542
26.241667,4.351211
26.243333,4.35343
26.245,4.354929
26.246667,4.355228
26.248333,4.356105
26.25,4.358005
26.251667,4.361092
26.253333,4.362255
26.255,4.36011
26.256667,4.360616
26.258333,4.361124
26.26,4.364535
26.261667,4.364719
26.263333,4.365674
26.265,4.367395
26.266667,4.367363
26.268333,4.368976
26.27,4.368124
26.271667,4.365635
26.273333,4.365115
26.275,4.364761
26.276667,4.365503
26.278333,4.363636
26.28,4.36314
26.281667,4.363171
26.283333,4.364004
26.285,4.366086
26.286667,4.36552
26.288333,4.363756
26.29,4.362857
26.291667,4.364068
26.293333,4.366233
26.295,4.365354
26.296667,4.364878
26.298333,4.365296
26.3,4.366968
26.301667,4.367021
26.303333,4.366016
26.305,4.36416
26.306667,4.362806
26.308333,4.36337
26.31,4.364909
26.311667,4.364997
26.313333,4.363801
26.315,4.362958
26.316667,4.364481
