Time (min),Value (pA)
22.306667,4.532426
22.308333,4.530366
22.31,4.527615
22.311667,4.523503
22.313333,4.520645
22.315,4.517292
22.316667,4.515445
22.318333,4.514286
22.32,4.511494
22.321667,4.508606
22.323333,4.504375
22.325,4.501105
22.326667,4.497712
22.328333,4.49556
22.33,4.494884
22.331667,4.493888
22.333333,4.495717
22.335,4.498155
22.336667,4.500773
22.338333,4.50118
22.34,4.498888
22.341667,4.496953
22.343333,4.494765
22.345,4.494682
22.346667,4.496839
22.348333,4.499467
22.35,4.500857
22.351667,4.502892
22.353333,4.504049
22.355,4.503932
22.356667,4.503104
22.358333,4.501326
22.36,4.502907
22.361667,4.50573
22.363333,4.507987
22.365,4.50844
22.366667,4.506906
22.368333,4.504456
22.37,4.503971
22.371667,4.504311
22.373333,4.504849
22.375,4.503923
22.376667,4.507504
22.378333,4.510113
22.38,4.512362
22.381667,4.511765
22.383333,4.510178
22.385,4.508425
22.386667,4.509602
22.388333,4.509953
22.39,4.510463
22.391667,4.510671
22.393333,4.51219
22.395,4.514635
22.396667,4.517007
22.398333,4.517467
22.4,4.518824
22.401667,4.519755
22.403333,4.519092
22.405,4.516918
22.406667,4.515257
22.408333,4.511547
22.41,4.508768
22.411667,4.509494
22.413333,4.511348
22.415,4.516216
22.416667,4.522581
22.418333,4.527968
22.42,4.532516
22.421667,4.536319
22.423333,4.538495
22.425,4.536999
22.426667,4.535742
22.428333,4.533864
22.43,4.533492
22.431667,4.536249
22.433333,4.539045
22.435,4.541029
22.436667,4.542115
22.438333,4.543417
22.44,4.542217
22.441667,4.53926
22.443333,4.534997
22.445,4.529189
22.446667,4.525622
22.448333,4.522586
22.45,4.518874
22.451667,4.514845
22.453333,4.511415
22.455,4.509778
22.456667,4.509488
22.458333,4.510357
22.46,4.509877
22.461667,4.508709
22.463333,4.508926
22.465,4.508347
22.466667,4.508422
22.468333,4.508097
22.47,4.505762
22.471667,4.503513
22.473333,4.501433
22.475,4.499562
22.476667,4.495474
22.478333,4.49169
22.48,4.489641
22.481667,4.489131
22.483333,4.490929
22.485,4.493121
22.486667,4.492853
22.488333,4.495127
22.49,4.496305
22.491667,4.500336
22.493333,4.50284
22.495,4.504948
22.496667,4.508392
22.498333,4.512389
22.5,4.515717
22.501667,4.516125
22.503333,4.513865
22.505,4.512304
22.506667,4.509897
22.508333,4.509864
22.51,4.508525
22.511667,4.50926
22.513333,4.509442
22.515,4.508255
22.516667,4.505589
22.518333,4.502247
22.52,4.499663
22.521667,4.496449
22.523333,4.495313
22.525,4.495488
22.526667,4.496728
22.528333,4.498065
22.53,4.498543
22.531667,4.499691
22.533333,4.501107
22.535,4.501553
22.536667,4.500937
22.538333,4.497817
22.54,4.493924
22.541667,4.489921
22.543333,4.486263
22.545,4.482221
22.546667,4.480992
22.548333,4.481609
22.55,4.482272
22.551667,4.481752
22.553333,4.480652
22.555,4.47965
22.556667,4.478061
22.558333,4.476676
22.56,4.475425
22.561667,4.474143
22.563333,4.472928
22.565,4.473683
22.566667,4.472978
22.568333,4.472587
22.57,4.472184
22.571667,4.47242
22.573333,4.472274
22.575,4.471889
22.576667,4.474574
22.578333,4.477211
22.58,4.479002
22.581667,4.481904
22.583333,4.482076
22.585,4.48303
22.586667,4.48137
22.588333,4.479657
22.59,4.475365
22.591667,4.473852
22.593333,4.474002
22.595,4.472875
22.596667,4.471519
22.598333,4.470448
22.6,4.46897
22.601667,4.468945
22.603333,4.469153
22.605,4.471695
22.606667,4.473842
22.608333,4.477755
22.61,4.480626
22.611667,4.482858
22.613333,4.484663
22.615,4.483944
22.616667,4.482831
22.618333,4.482335
22.62,4.481379
22.621667,4.481984
22.623333,4.481895
22.625,4.481724
22.626667,4.481351
22.628333,4.48285
22.63,4.481068
22.631667,4.480033
22.633333,4.478508
22.635,4.476689
22.636667,4.473547
22.638333,4.471202
22.64,4.468324
22.641667,4.466859
22.643333,4.464947
22.645,4.464881
22.646667,4.464924
22.648333,4.466675
22.65,4.466593
22.651667,4.467067
22.653333,4.466059
22.655,4.465327
22.656667,4.464023
22.658333,4.462848
22.66,4.460316
22.661667,4.457342
22.663333,4.458681
22.665,4.45735
22.666667,4.45634
22.668333,4.454848
22.67,4.45151
22.671667,4.450497
22.673333,4.448956
22.675,4.448701
22.676667,4.446787
22.678333,4.446268
22.68,4.449808
22.681667,4.449904
22.683333,4.449507
22.685,4.448522
22.686667,4.446209
22.688333,4.446433
22.69,4.445278
22.691667,4.44368
22.693333,4.44146
22.695,4.44097
22.696667,4.442551
22.698333,4.443573
22.7,4.445152
22.701667,4.448516
22.703333,4.450437
22.705,4.454134
22.706667,4.456148
22.708333,4.456595
22.71,4.45842
22.711667,4.459288
22.713333,4.461707
22.715,4.464432
22.716667,4.464246
22.718333,4.463709
22.72,4.46205
22.721667,4.461757
22.723333,4.459174
22.725,4.457477
22.726667,4.458894
22.728333,4.459746
22.73,4.460832
22.731667,4.461258
22.733333,4.456492
22.735,4.452003
22.736667,4.448053
22.738333,4.447144
22.74,4.445406
22.741667,4.444786
22.743333,4.447008
22.745,4.449368
22.746667,4.449641
22.748333,4.448933
22.75,4.444936
22.751667,4.442876
22.753333,4.440417
22.755,4.440205
22.756667,4.439359
22.758333,4.439171
22.76,4.43861
22.761667,4.437621
22.763333,4.434993
22.765,4.434522
22.766667,4.434535
22.768333,4.435834
22.77,4.436294
22.771667,4.438456
22.773333,4.440506
22.775,4.443948
22.776667,4.445212
22.778333,4.444532
22.78,4.442082
22.781667,4.440997
22.783333,4.440232
22.785,4.439345
22.786667,4.438741
22.788333,4.437524
22.79,4.436929
22.791667,4.435804
22.793333,4.435796
22.795,4.43398
22.796667,4.433764
22.798333,4.434914
22.8,4.438057
22.801667,4.441605
22.803333,4.443408
22.805,4.44519
22.806667,4.446919
22.808333,4.446416
22.81,4.444944
22.811667,4.44417
22.813333,4.442305
22.815,4.439673
22.816667,4.43958
22.818333,4.436883
22.82,4.434272
22.821667,4.434912
22.823333,4.436157
22.825,4.437104
22.826667,4.436648
22.828333,4.439513
22.83,4.44018
22.831667,4.441297
22.833333,4.44287
22.835,4.44317
22.836667,4.445102
22.838333,4.447413
22.84,4.44735
22.841667,4.447025
22.843333,4.446963
22.845,4.447886
22.846667,4.445699
22.848333,4.443985
22.85,4.443643
22.851667,4.44464
22.853333,4.446106
22.855,4.447314
22.856667,4.446768
22.858333,4.446599
22.86,4.44671
22.861667,4.445936
22.863333,4.442978
22.865,4.441124
22.866667,4.440352
22.868333,4.436848
22.87,4.436103
22.871667,4.434311
22.873333,4.432405
22.875,4.429993
22.876667,4.428533
22.878333,4.428332
22.88,4.427241
22.881667,4.427272
22.883333,4.426335
22.885,4.42368
22.886667,4.424131
22.888333,4.421846
22.89,4.4205
22.891667,4.418828
22.893333,4.41648
22.895,4.415947
22.896667,4.414573
22.898333,4.415308
22.9,4.415498
22.901667,4.41583
22.903333,4.416794
22.905,4.416639
22.906667,4.417903
22.908333,4.418561
22.91,4.41719
22.911667,4.418486
22.913333,4.418529
22.915,4.418206
22.916667,4.417955
22.918333,4.418199
22.92,4.418043
22.921667,4.418076
22.923333,4.418966
22.925,4.419662
22.926667,4.420339
22.928333,4.421857
22.93,4.421414
22.931667,4.420701
22.933333,4.41853
22.935,4.419562
22.936667,4.41938
22.938333,4.418867
22.94,4.418768
22.941667,4.420522
22.943333,4.423332
22.945,4.425416
22.946667,4.425634
22.948333,4.424925
22.95,4.422596
22.951667,4.423309
22.953333,4.422038
22.955,4.420109
22.956667,4.420881
22.958333,4.424842
22.96,4.427286
22.961667,4.428889
22.963333,4.429257
22.965,4.429593
22.966667,4.427428
22.968333,4.426795
22.97,4.425467
22.971667,4.425147
22.973333,4.426063
22.975,4.426096
22.976667,4.424483
22.978333,4.422657
22.98,4.420955
22.981667,4.418662
22.983333,4.415946
22.985,4.416528
22.986667,4.416499
22.988333,4.4163
22.99,4.415984
22.991667,4.415222
22.993333,4.416643
22.995,4.417262
22.996667,4.417094
22.998333,4.417035
23,4.418356
23.001667,4.419475
23.003333,4.418594
23.005,4.415633
23.006667,4.414998
23.008333,4.415676
23.01,4.415837
23.011667,4.415199
23.013333,4.414066
23.015,4.41486
23.016667,4.414545
23.018333,4.412868
23.02,4.409351
23.021667,4.406863
23.023333,4.407937
23.025,4.408376
23.026667,4.407763
23.028333,4.409535
23.03,4.411545
23.031667,4.413429
23.033333,4.413981
23.035,4.414439
23.036667,4.41472
23.038333,4.415426
23.04,4.415524
23.041667,4.414515
23.043333,4.413218
23.045,4.414051
23.046667,4.412492
23.048333,4.411075
23.05,4.41214
23.051667,4.41195
23.053333,4.413391
23.055,4.413456
23.056667,4.413469
23.058333,4.414079
23.06,4.413764
23.061667,4.414848
23.063333,4.41361
23.065,4.414297
23.066667,4.414472
23.068333,4.411685
23.07,4.411121
23.071667,4.409109
23.073333,4.408969
23.075,4.408436
23.076667,4.40909
23.078333,4.411162
23.08,4.413205
23.081667,4.4175
23.083333,4.420063
23.085,4.421294
23.086667,4.423018
23.088333,4.424249
23.09,4.424355
23.091667,4.423242
23.093333,4.421925
23.095,4.420512
23.096667,4.419607
23.098333,4.420218
23.1,4.420306
23.101667,4.418951
23.103333,4.418117
23.105,4.419927
23.106667,4.420379
23.108333,4.420701
23.11,4.420348
23.111667,4.420829
23.113333,4.423168
23.115,4.424304
23.116667,4.425203
23.118333,4.423687
23.12,4.423408
23.121667,4.424115
23.123333,4.422426
23.125,4.418672
23.126667,4.416944
23.128333,4.416971
23.13,4.417607
23.131667,4.416389
23.133333,4.417565
23.135,4.417909
23.136667,4.420178
23.138333,4.420984
23.14,4.421117
23.141667,4.42171
23.143333,4.425531
23.145,4.429589
23.146667,4.431424
23.148333,4.431893
23.15,4.432008
23.151667,4.431513
23.153333,4.431241
23.155,4.429882
23.156667,4.428524
23.158333,4.428567
23.16,4.429343
23.161667,4.431241
23.163333,4.432815
23.165,4.433432
23.166667,4.433475
23.168333,4.434377
23.17,4.435252
23.171667,4.434684
23.173333,4.433706
23.175,4.432111
23.176667,4.430279
23.178333,4.430557
23.18,4.428719
23.181667,4.427136
23.183333,4.426336
23.185,4.424603
23.186667,4.424443
23.188333,4.424044
23.19,4.424361
23.191667,4.422845
23.193333,4.423325
23.195,4.424806
23.196667,4.424624
23.198333,4.426222
23.2,4.4262
23.201667,4.425116
23.203333,4.425174
23.205,4.42626
23.206667,4.426085
23.208333,4.425896
23.21,4.428215
23.211667,4.431184
23.213333,4.433997
23.215,4.437515
23.216667,4.438725
23.218333,4.43976
23.22,4.442765
23.221667,4.445079
23.223333,4.446424
23.225,4.448352
23.226667,4.449992
23.228333,4.450362
23.23,4.448612
23.231667,4.446413
23.233333,4.442977
23.235,4.439425
23.236667,4.437521
23.238333,4.43516
23.24,4.433456
23.241667,4.43326
23.243333,4.431498
23.245,4.430377
23.246667,4.428894
23.248333,4.428505
23.25,4.428649
23.251667,4.429425
23.253333,4.43253
23.255,4.435565
23.256667,4.43591
23.258333,4.436049
23.26,4.435169
23.261667,4.435019
23.263333,4.434726
23.265,4.434909
23.266667,4.435053
23.268333,4.436912
23.27,4.438249
23.271667,4.43711
23.273333,4.435239
23.275,4.4351
23.276667,4.435366
23.278333,4.4359
23.28,4.436946
23.281667,4.440074
23.283333,4.440867
23.285,4.442573
23.286667,4.443615
23.288333,4.443286
23.29,4.445049
23.291667,4.446905
23.293333,4.447885
23.295,4.448665
23.296667,4.450296
23.298333,4.451202
23.3,4.448086
23.301667,4.447072
23.303333,4.446424
23.305,4.444079
23.306667,4.443522
23.308333,4.441674
23.31,4.440236
23.311667,4.440199
23.313333,4.44143
23.315,4.441196
23.316667,4.440534
23.318333,4.440533
23.32,4.441904
23.321667,4.442564
23.323333,4.442411
23.325,4.440425
23.326667,4.441211
23.328333,4.442938
23.33,4.443336
23.331667,4.444118
23.333333,4.445221
23.335,4.445067
23.336667,4.447068
23.338333,4.449146
23.34,4.449591
23.341667,4.45018
23.343333,4.453528
23.345,4.455612
23.346667,4.455123
23.348333,4.455081
23.35,4.45524
23.351667,4.453293
23.353333,4.452521
23.355,4.453536
23.356667,4.453759
23.358333,4.453388
23.36,4.452726
23.361667,4.452294
23.363333,4.44928
23.365,4.44656
23.366667,4.44656
23.368333,4.444153
23.37,4.446046
23.371667,4.447026
23.373333,4.447679
23.375,4.447495
23.376667,4.448358
23.378333,4.449311
23.38,4.446998
23.381667,4.44416
23.383333,4.444553
23.385,4.444676
23.386667,4.448538
23.388333,4.449766
23.39,4.451105
23.391667,4.453957
23.393333,4.456762
23.395,4.457108
23.396667,4.454124
23.398333,4.452137
23.4,4.451262
23.401667,4.453624
23.403333,4.456921
23.405,4.459391
23.406667,4.461944
23.408333,4.464797
23.41,4.464929
23.411667,4.462903
23.413333,4.459229
23.415,4.454889
23.416667,4.451131
23.418333,4.448881
23.42,4.445955
23.421667,4.444109
23.423333,4.445565
23.425,4.446436
23.426667,4.447137
23.428333,4.447357
23.43,4.446325
23.431667,4.445569
23.433333,4.447738
23.435,4.448202
23.436667,4.448353
23.438333,4.451082
23.44,4.453559
23.441667,4.455159
23.443333,4.454785
23.445,4.453348
23.446667,4.451114
23.448333,4.450694
23.45,4.453268
23.451667,4.454658
23.453333,4.456246
23.455,4.460524
23.456667,4.463861
23.458333,4.468285
23.46,4.470191
23.461667,4.471267
23.463333,4.470229
23.465,4.469458
23.466667,4.469673
23.468333,4.469065
23.47,4.471313
23.471667,4.472791
23.473333,4.474562
23.475,4.476787
23.476667,4.476792
23.478333,4.473667
23.48,4.470657
23.481667,4.46797
23.483333,4.464651
23.485,4.462512
23.486667,4.461813
23.488333,4.457781
23.49,4.45747
23.491667,4.456048
23.493333,4.453281
23.495,4.450832
23.496667,4.450124
23.498333,4.449492
23.5,4.448153
23.501667,4.448847
23.503333,4.449411
23.505,4.45022
23.506667,4.452985
23.508333,4.455247
23.51,4.457463
23.511667,4.459025
23.513333,4.459574
23.515,4.459651
23.516667,4.458423
23.518333,4.457797
23.52,4.456015
23.521667,4.454056
23.523333,4.45159
23.525,4.450413
23.526667,4.448101
23.528333,4.445914
23.53,4.446082
23.531667,4.447614
23.533333,4.450028
23.535,4.454535
23.536667,4.458521
23.538333,4.462262
23.54,4.464682
23.541667,4.464683
23.543333,4.461414
23.545,4.458725
23.546667,4.457826
23.548333,4.457747
23.55,4.457607
23.551667,4.458458
23.553333,4.458814
23.555,4.46034
23.556667,4.460145
23.558333,4.459163
23.56,4.456169
23.561667,4.454702
23.563333,4.4543
23.565,4.452593
23.566667,4.452856
23.568333,4.452784
23.57,4.451705
23.571667,4.450685
23.573333,4.448639
23.575,4.447536
23.576667,4.444857
23.578333,4.443125
23.58,4.443639
23.581667,4.444919
23.583333,4.449031
23.585,4.451241
23.586667,4.453044
23.588333,4.454103
23.59,4.455197
23.591667,4.455493
23.593333,4.454539
23.595,4.455199
23.596667,4.456318
23.598333,4.457593
23.6,4.45612
23.601667,4.45461
23.603333,4.452268
23.605,4.450082
23.606667,4.449076
23.608333,4.448201
23.61,4.44839
23.611667,4.449921
23.613333,4.451576
23.615,4.455285
23.616667,4.454464
23.618333,4.454286
23.62,4.452991
23.621667,4.451012
23.623333,4.450472
23.625,4.447171
23.626667,4.4463
23.628333,4.443477
23.63,4.441658
23.631667,4.441354
23.633333,4.438767
23.635,4.436316
23.636667,4.434812
23.638333,4.432941
23.64,4.431539
23.641667,4.429277
23.643333,4.428762
23.645,4.428283
23.646667,4.430789
23.648333,4.435292
23.65,4.437989
23.651667,4.439258
23.653333,4.441237
23.655,4.441492
23.656667,4.439848
23.658333,4.438542
23.66,4.435249
23.661667,4.433226
23.663333,4.432648
23.665,4.433534
23.666667,4.433887
23.668333,4.434129
23.67,4.434325
23.671667,4.436156
23.673333,4.438374
23.675,4.440119
23.676667,4.440083
23.678333,4.438955
23.68,4.438521
23.681667,4.439196
23.683333,4.439926
23.685,4.438205
23.686667,4.438082
23.688333,4.437041
23.69,4.437261
23.691667,4.437393
23.693333,4.437464
23.695,4.437456
23.696667,4.437866
23.698333,4.439387
23.7,4.439981
23.701667,4.439814
23.703333,4.440027
23.705,4.438293
23.706667,4.439167
23.708333,4.439253
23.71,4.438961
23.711667,4.437347
23.713333,4.435412
23.715,4.434058
23.716667,4.434065
23.718333,4.43623
23.72,4.437301
23.721667,4.438962
23.723333,4.438547
23.725,4.437108
23.726667,4.435109
23.728333,4.4319
23.73,4.429066
23.731667,4.428297
23.733333,4.431053
23.735,4.434073
23.736667,4.436297
23.738333,4.436783
23.74,4.43632
23.741667,4.43519
23.743333,4.434226
23.745,4.43219
23.746667,4.430299
23.748333,4.42749
23.75,4.426286
23.751667,4.425189
23.753333,4.425093
23.755,4.424364
23.756667,4.426131
23.758333,4.426804
23.76,4.428355
23.761667,4.429146
23.763333,4.43006
23.765,4.430932
23.766667,4.43302
23.768333,4.433596
23.77,4.434559
23.771667,4.43573
23.773333,4.436599
23.775,4.435921
23.776667,4.434397
23.778333,4.432407
23.78,4.430557
23.781667,4.429407
23.783333,4.427002
23.785,4.427844
23.786667,4.430161
23.788333,4.433136
23.79,4.434529
23.791667,4.435637
23.793333,4.435422
23.795,4.434637
23.796667,4.433718
23.798333,4.433391
23.8,4.431713
23.801667,4.433249
23.803333,4.434349
23.805,4.433836
23.806667,4.431384
23.808333,4.428526
23.81,4.427886
23.811667,4.42818
23.813333,4.431985
23.815,4.433865
23.816667,4.43354
23.818333,4.434193
23.82,4.435043
23.821667,4.432806
23.823333,4.42947
23.825,4.427888
23.826667,4.427763
23.828333,4.424948
23.83,4.426126
23.831667,4.425576
23.833333,4.425091
23.835,4.424774
23.836667,4.425482
23.838333,4.425324
23.84,4.427624
23.841667,4.430047
23.843333,4.431736
23.845,4.431185
23.846667,4.433279
23.848333,4.432101
23.85,4.430493
23.851667,4.428742
23.853333,4.426123
23.855,4.423579
23.856667,4.424655
23.858333,4.425476
23.86,4.426475
23.861667,4.426705
23.863333,4.426737
23.865,4.425576
23.866667,4.427153
23.868333,4.428037
23.87,4.42659
23.871667,4.424715
23.873333,4.423756
23.875,4.422741
23.876667,4.41998
23.878333,4.417547
23.88,4.415665
23.881667,4.414583
23.883333,4.41564
23.885,4.415763
23.886667,4.414745
23.888333,4.411662
23.89,4.410261
23.891667,4.410424
23.893333,4.409576
23.895,4.409801
23.896667,4.410799
23.898333,4.413077
23.9,4.416462
23.901667,4.41846
23.903333,4.420389
23.905,4.420371
23.906667,4.420195
23.908333,4.42068
23.91,4.418284
23.911667,4.41796
23.913333,4.4151
23.915,4.413534
23.916667,4.412682
23.918333,4.410988
23.92,4.410146
23.921667,4.411464
23.923333,4.411956
23.925,4.413265
23.926667,4.41347
23.928333,4.414828
23.93,4.414044
23.931667,4.414175
23.933333,4.41384
23.935,4.412231
23.936667,4.410563
23.938333,4.410784
23.94,4.410103
23.941667,4.410543
23.943333,4.410375
23.945,4.408946
23.946667,4.408082
23.948333,4.405725
23.95,4.40437
23.951667,4.402969
23.953333,4.400921
23.955,4.39979
23.956667,4.400928
23.958333,4.40119
23.96,4.401066
23.961667,4.400464
23.963333,4.402438
23.965,4.402223
23.966667,4.403591
23.968333,4.403498
23.97,4.403247
23.971667,4.40326
23.973333,4.402283
23.975,4.400985
23.976667,4.401149
23.978333,4.400691
23.98,4.401547
23.981667,4.400096
23.983333,4.401659
23.985,4.40353
23.986667,4.404643
23.988333,4.406019
23.99,4.407269
23.991667,4.409071
23.993333,4.409801
23.995,4.409841
23.996667,4.409315
23.998333,4.40899
24,4.408487
24.001667,4.407888
24.003333,4.404706
24.005,4.40084
24.006667,4.398993
24.008333,4.396806
24.01,4.396351
24.011667,4.395988
24.013333,4.395837
24.015,4.396721
24.016667,4.39805
24.018333,4.400248
24.02,4.399549
24.021667,4.399086
24.023333,4.400515
24.025,4.401998
24.026667,4.403752
24.028333,4.40376
24.03,4.404543
24.031667,4.405341
24.033333,4.405869
24.035,4.405024
24.036667,4.402551
24.038333,4.40199
24.04,4.401455
24.041667,4.400681
24.043333,4.400312
24.045,4.401341
24.046667,4.402769
24.048333,4.404386
24.05,4.406527
24.051667,4.408328
24.053333,4.407932
24.055,4.406732
24.056667,4.403652
24.058333,4.399911
24.06,4.396728
24.061667,4.393432
24.063333,4.391029
24.065,4.391788
24.066667,4.393985
24.068333,4.394577
24.07,4.395715
24.071667,4.395714
24.073333,4.39634
24.075,4.395174
24.076667,4.395468
24.078333,4.394794
24.08,4.395685
24.081667,4.395662
24.083333,4.394246
24.085,4.39232
24.086667,4.392369
24.088333,4.389853
24.09,4.38904
24.091667,4.387894
24.093333,4.391034
24.095,4.39424
24.096667,4.396688
24.098333,4.397295
24.1,4.3964
24.101667,4.396021
24.103333,4.396091
24.105,4.395209
24.106667,4.394923
24.108333,4.395223
24.11,4.395873
24.111667,4.396564
24.113333,4.394894
24.115,4.392905
24.116667,4.392595
24.118333,4.393207
24.12,4.394335
24.121667,4.396559
24.123333,4.399949
24.125,4.40207
24.126667,4.403141
24.128333,4.403165
24.13,4.40339
24.131667,4.401584
24.133333,4.400158
24.135,4.397534
24.136667,4.395093
24.138333,4.395012
24.14,4.394691
24.141667,4.39494
24.143333,4.394935
24.145,4.395008
24.146667,4.396921
24.148333,4.395891
24.15,4.395901
24.151667,4.39642
24.153333,4.397548
24.155,4.399321
24.156667,4.399403
24.158333,4.401529
24.16,4.400723
24.161667,4.399555
24.163333,4.399902
24.165,4.402364
24.166667,4.404921
24.168333,4.406282
24.17,4.407757
24.171667,4.408653
24.173333,4.408057
24.175,4.40652
24.176667,4.404161
24.178333,4.403658
24.18,4.406445
24.181667,4.410255
24.183333,4.411983
24.185,4.413287
24.186667,4.413848
24.188333,4.413725
24.19,4.411664
24.191667,4.406984
24.193333,4.404249
24.195,4.40262
24.196667,4.400421
24.198333,4.396348
24.2,4.392421
24.201667,4.388802
24.203333,4.386701
24.205,4.385906
24.206667,4.386784
24.208333,4.387473
24.21,4.391919
24.211667,4.396409
24.213333,4.399036
24.215,4.400125
24.216667,4.400149
24.218333,4.397378
24.22,4.395102
24.221667,4.39284
24.223333,4.390351
24.225,4.387387
24.226667,4.387699
24.228333,4.387825
24.23,4.38728
24.231667,4.386346
24.233333,4.387202
24.235,4.388015
24.236667,4.390859
24.238333,4.392398
24.24,4.393391
24.241667,4.393955
24.243333,4.396032
24.245,4.395037
24.246667,4.392856
24.248333,4.390868
24.25,4.392066
24.251667,4.392162
24.253333,4.393037
24.255,4.395444
24.256667,4.398721
24.258333,4.401198
24.26,4.401779
24.261667,4.399953
24.263333,4.39921
24.265,4.399007
24.266667,4.398087
24.268333,4.395052
24.27,4.393999
24.271667,4.394151
24.273333,4.393698
24.275,4.392891
24.276667,4.390697
24.278333,4.389867
24.28,4.391156
24.281667,4.391963
24.283333,4.392123
24.285,4.391922
24.286667,4.394288
24.288333,4.395593
24.29,4.395138
24.291667,4.395604
24.293333,4.396501
24.295,4.395949
24.296667,4.39676
24.298333,4.395349
24.3,4.394668
24.301667,4.393878
24.303333,4.396017
24.305,4.396714
24.306667,4.396254
24.308333,4.397382
24.31,4.398203
24.311667,4.397377
24.313333,4.398524
24.315,4.396523
24.316667,4.395089
24.318333,4.394139
24.32,4.393782
24.321667,4.392198
24.323333,4.392045
24.325,4.3924
24.326667,4.393442
24.328333,4.394042
24.33,4.394613
24.331667,4.392596
24.333333,4.393437
24.335,4.395196
24.336667,4.395223
24.338333,4.394627
24.34,4.394724
24.341667,4.394626
24.343333,4.393281
24.345,4.392615
24.346667,4.392641
24.348333,4.39394
24.35,4.395652
24.351667,4.395427
24.353333,4.39582
24.355,4.395939
24.356667,4.394789
24.358333,4.39402
24.36,4.392617
24.361667,4.391938
24.363333,4.393328
24.365,4.393674
24.366667,4.39244
24.368333,4.390003
24.37,4.38908
24.371667,4.387933
24.373333,4.386821
24.375,4.387682
24.376667,4.389062
24.378333,4.39015
24.38,4.391141
24.381667,4.392203
24.383333,4.393779
24.385,4.39383
24.386667,4.39436
24.388333,4.39458
24.39,4.393353
24.391667,4.393111
24.393333,4.392452
24.395,4.390177
24.396667,4.386958
24.398333,4.38681
24.4,4.387791
24.401667,4.390861
24.403333,4.394841
24.405,4.397366
24.406667,4.397145
24.408333,4.398091
24.41,4.397981
24.411667,4.395929
24.413333,4.394449
24.415,4.392947
24.416667,4.393555
24.418333,4.393144
24.42,4.393589
24.421667,4.393332
24.423333,4.391097
24.425,4.390977
24.426667,4.391647
24.428333,4.392926
24.43,4.394374
24.431667,4.395484
24.433333,4.396916
24.435,4.395729
24.436667,4.394379
24.438333,4.39393
24.44,4.393821
24.441667,4.394215
24.443333,4.39517
24.445,4.397037
24.446667,4.39893
24.448333,4.40084
24.45,4.400971
24.451667,4.40001
24.453333,4.398583
24.455,4.399058
24.456667,4.399913
24.458333,4.400508
24.46,4.400652
24.461667,4.400819
24.463333,4.399453
24.465,4.398994
24.466667,4.399069
24.468333,4.400083
24.47,4.401275
24.471667,4.400653
24.473333,4.400477
24.475,4.400808
24.476667,4.40002
24.478333,4.398361
24.48,4.395461
24.481667,4.394316
24.483333,4.394271
24.485,4.393646
24.486667,4.394503
24.488333,4.394595
24.49,4.396956
24.491667,4.397749
24.493333,4.398731
24.495,4.398751
24.496667,4.397807
24.498333,4.394941
24.5,4.393043
24.501667,4.390173
24.503333,4.389961
24.505,4.389791
24.506667,4.391795
24.508333,4.39147
24.51,4.393911
24.511667,4.395976
24.513333,4.397969
24.515,4.398571
24.516667,4.400369
24.518333,4.399684
24.52,4.398817
24.521667,4.398296
24.523333,4.397876
24.525,4.396564
24.526667,4.396095
24.528333,4.396325
24.53,4.396301
24.531667,4.395921
24.533333,4.396416
24.535,4.395586
24.536667,4.397263
24.538333,4.400078
24.54,4.401215
24.541667,4.403615
24.543333,4.40371
24.545,4.404405
24.546667,4.402575
24.548333,4.401098
24.55,4.400716
24.551667,4.400426
24.553333,4.401409
24.555,4.4016
24.556667,4.401038
24.558333,4.401375
24.56,4.402194
24.561667,4.401914
24.563333,4.401697
24.565,4.401622
24.566667,4.40223
24.568333,4.404937
24.57,4.407853
24.571667,4.409171
24.573333,4.408927
24.575,4.410253
24.576667,4.410679
24.578333,4.409952
24.58,4.40984
24.581667,4.407646
24.583333,4.40566
24.585,4.405435
24.586667,4.404974
24.588333,4.404903
24.59,4.404866
24.591667,4.405772
24.593333,4.406029
24.595,4.40784
24.596667,4.408815
24.598333,4.409082
24.6,4.406267
24.601667,4.403253
24.603333,4.401132
24.605,4.400493
24.606667,4.400447
24.608333,4.400164
24.61,4.401392
24.611667,4.401147
24.613333,4.401938
24.615,4.401988
24.616667,4.399861
24.618333,4.398079
24.62,4.396792
24.621667,4.397403
24.623333,4.398808
24.625,4.399096
24.626667,4.399899
24.628333,4.400006
24.63,4.402645
24.631667,4.403521
24.633333,4.404284
24.635,4.406109
24.636667,4.406824
24.638333,4.408473
24.64,4.409604
24.641667,4.409956
24.643333,4.410676
24.645,4.411435
24.646667,4.413086
24.648333,4.411374
24.65,4.409566
24.651667,4.408598
24.653333,4.406921
24.655,4.405381
24.656667,4.405208
24.658333,4.405248
24.66,4.406734
24.661667,4.407585
24.663333,4.406591
24.665,4.40448
24.666667,4.403874
24.668333,4.403787
24.67,4.404381
24.671667,4.4035
24.673333,4.403696
24.675,4.402657
24.676667,4.40212
24.678333,4.400558
24.68,4.39892
24.681667,4.399495
24.683333,4.401541
24.685,4.403914
24.686667,4.405965
24.688333,4.406967
24.69,4.408986
24.691667,4.407565
24.693333,4.406907
24.695,4.405481
24.696667,4.404909
24.698333,4.40476
24.7,4.405773
24.701667,4.405121
24.703333,4.402619
24.705,4.401697
24.706667,4.40334
24.708333,4.402923
24.71,4.40481
24.711667,4.40671
24.713333,4.408537
24.715,4.410779
24.716667,4.412251
